site_id,deployment_id,deployment_start,deployment_end,location_id,location_X,location_Y,view_quality,days,Xpl92,Ypl92,wolf,lynx
201,A-03-835,2015-10-12 22:33:00,2015-10-26 10:09:00,835,23.90702,52.80907,Good,13,830554.62142869,560563.65288936,14,0
202,A-03-837,2015-10-12 19:19:00,2015-10-15 07:58:00,837,23.87568,52.82835,Good,2,828299.256585515,562561.750843818,4,0
203,A-03-838,2015-10-13 07:54:00,2015-10-16 07:57:00,838,23.82274,52.73049,Good,3,825467.349899932,551448.862874166,0,0
204,A-03-839,2015-10-29 10:37:00,2015-11-03 09:13:00,839,23.65971,52.84309,Good,4,813659.645679181,563233.574067149,0,0
205,A-03-840,2015-10-27 10:41:00,2015-10-27 11:17:00,840,23.63632,52.86835,Good,0,811904.701679381,565938.172527174,0,0
206,A-03-841,2015-10-02 10:49:00,2015-10-14 12:06:00,841,23.62194,52.62027,Good,12,812711.49100095,538312.424531984,2,0
207,A-03-842,2015-10-13 09:39:00,2015-10-27 10:54:00,842,23.69219,52.84574,Good,14,815825.392666682,563670.435903169,2,0
208,A-03-843,2015-10-23 08:05:00,2015-11-02 09:27:00,843,23.59973,52.6965,Good,10,810667.909697788,546685.864407708,10,0
209,A-03-844,2015-10-26 12:02:00,2015-11-02 10:54:00,844,23.82899,52.83002,Good,6,825144.969495508,562534.757719243,7,0
210,A-03-845,2015-10-14 09:34:00,2015-10-28 11:58:00,845,23.6869,52.79627,Good,14,815828.576252946,558150.83761048,1,0
211,A-03-848,2015-10-02 10:09:00,2015-10-09 09:56:00,848,23.71667,52.62455,Good,6,819085.775995603,539203.669539842,0,0
212,A-04-674,2015-10-21 18:43:00,2015-10-29 09:09:00,674,23.76452,52.68565,Good,7,821871.092923417,546205.078957974,0,0
213,A-04-678,2015-10-20 11:27:00,2015-11-03 10:10:00,678,23.78379,52.645,Good,13,823472.600162209,541775.312817878,8,0
214,A-04-687,2015-10-20 10:17:00,2015-11-02 14:19:00,687,23.68734,52.66531,Good,13,816807.604515103,543602.622126943,0,0
215,A-04-689,2015-10-29 12:27:00,2015-11-04 08:41:00,689,23.90711,52.75214,Good,5,830993.087989937,554239.462467523,2,0
216,A-04-692,2015-10-28 19:17:00,2015-11-06 07:53:00,692,23.74905,52.80108,Good,8,819978.642143533,558960.366857878,0,0
217,A-04-714,2015-10-20 11:34:00,2015-11-03 09:09:00,714,23.79646,52.66535,Good,13,824177.977197789,544093.20222404,0,0
218,A-04-716,2015-10-27 11:41:00,2015-11-03 10:49:00,716,23.63714,52.91304,Good,6,811638.649289972,570907.107428033,3,0
219,A-04-717,2015-10-27 16:03:00,2015-11-03 08:49:00,717,23.65931,52.8229,Good,6,813778.424813277,560988.603447098,0,0
220,A-04-719,2015-10-23 09:51:00,2015-11-02 12:54:00,719,23.5704,52.62043,Good,10,809225.229374956,538107.567064485,0,0
221,A-04-723,2015-10-29 12:47:00,2015-11-04 08:58:00,723,23.9071,52.73514,Good,5,831121.472453399,552350.814613406,8,0
222,A-04-724,2015-10-29 07:57:00,2015-11-06 09:30:00,724,23.77633,52.71132,Good,8,822478.879276988,549109.930727347,0,1
223,A-04-738,2015-10-29 15:19:00,2015-11-06 08:07:00,738,23.73229,52.78448,Good,7,818971.691720495,557041.521036623,0,0
224,A-04-741,2015-10-29 11:39:00,2015-11-04 08:16:00,741,23.87112,52.75614,Good,5,828536.930221166,554518.655354569,6,0
225,A-04-744,2015-10-13 08:40:00,2015-10-16 08:15:00,744,23.83333,52.74328,Good,2,826085.947577067,552917.807732244,0,0
226,A-04-745,2015-10-20 12:05:00,2015-11-02 11:04:00,745,23.73909,52.65992,Good,12,820342.643803305,543232.937829642,0,0
227,A-04-753,2015-10-27 10:18:00,2015-11-03 09:41:00,753,23.65874,52.86019,Good,6,813470.984359635,565129.244304175,0,0
228,A-04-757,2015-10-28 16:36:00,2015-11-06 08:40:00,757,23.70223,52.75268,Good,8,817178.166483841,553375.366442977,0,0
229,A-04-761,2015-10-20 10:27:00,2015-11-02 14:27:00,761,23.6856,52.63686,Good,13,816896.023800318,540434.070956446,4,0
230,A-04-762,2015-10-30 17:48:00,2015-11-02 08:07:00,762,23.79629,52.79733,Good,2,823187.395381642,558755.291017762,0,0
231,A-04-779,2015-10-29 05:40:00,2015-11-06 08:25:00,779,23.66864,52.75453,Good,8,814900.419602876,553433.176540572,0,0
232,A-04-791,2015-10-29 22:29:00,2015-11-06 09:09:00,791,23.73717,52.74691,Good,7,819575.813258268,552889.107328836,0,0
233,A-04-795,2015-10-29 11:21:00,2015-11-04 08:03:00,795,23.84584,52.76137,Good,5,826793.779302759,554984.393724822,0,0
234,A-04-800,2015-10-29 00:16:00,2015-11-02 12:11:00,800,23.76622,52.77026,Good,4,821362.158669634,555612.890032498,0,0
235,A-04-808,2015-10-23 09:04:00,2015-11-02 10:12:00,808,23.65233,52.65248,Good,10,814534.963899095,542023.552694092,2,0
236,A-04-809,2015-10-28 20:16:00,2015-11-03 08:58:00,809,23.62947,52.81999,Good,5,811790.916762974,560535.284039387,0,0
237,A-04-810,2015-10-23 08:32:00,2015-11-02 09:49:00,810,23.58139,52.67473,Good,10,809584.07520416,544187.977046723,0,3
238,A-04-811,2015-10-27 08:52:00,2015-11-03 08:36:00,811,23.64896,52.81009,Good,6,813174.034297845,559520.151175524,0,1
239,A-04-812,2015-10-16 09:03:00,2015-10-29 14:14:00,812,23.87533,52.72595,Good,13,829048.389869409,551183.938049292,6,0
240,A-04-813,2015-10-15 08:35:00,2015-10-26 10:29:00,813,23.91145,52.85737,Good,11,830485.402931391,565949.922190422,1,0
241,A-04-816,2015-10-27 12:04:00,2015-11-03 10:55:00,816,23.60153,52.91704,Good,6,809218.361212492,571197.382963645,7,0
242,A-04-817,2015-10-26 09:28:00,2015-11-02 09:20:00,817,23.86055,52.78138,Good,6,827634.633207009,557274.447672563,1,0
243,A-04-818,2015-10-26 09:53:00,2015-11-02 09:45:00,818,23.92858,52.76268,Good,6,832359.936375347,555509.5121478,0,0
244,A-04-820,2015-09-29 10:38:00,2015-10-09 08:19:00,820,23.92358,52.72487,Good,9,832310.992455757,551285.94640342,2,0
245,A-04-821,2015-10-05 11:19:00,2015-10-06 11:21:00,821,23.78582,52.69369,Good,1,823249.661005998,547193.858865223,6,0
246,A-04-823,2015-10-28 09:23:00,2015-11-03 10:30:00,823,23.60143,52.8969,Good,6,809355.303756165,568959.224464664,0,0
247,A-04-824,2015-10-15 08:45:00,2015-10-26 10:54:00,824,23.9136,52.89635,Good,11,830333.135432985,570290.295337625,23,0
248,A-04-825,2015-10-26 12:48:00,2015-11-02 09:33:00,825,23.9083,52.78052,Good,6,830857.732986055,557397.801073952,9,0
249,A-04-827,2015-10-09 08:36:00,2015-10-19 06:17:00,827,23.89371,52.70064,Good,9,830479.638172401,548456.436472349,0,0
250,A-04-829,2015-10-16 08:38:00,2015-10-29 12:58:00,829,23.87184,52.74207,Good,13,828691.512669965,552958.82970201,0,0
251,A-04-830,2015-10-27 19:41:00,2015-11-03 10:13:00,830,23.64273,52.89072,Good,6,812174.729937674,568451.511663328,0,0
252,A-04-831,2015-10-14 10:56:00,2015-10-23 08:44:00,831,23.60925,52.66294,Good,8,811549.592357487,542998.289656328,1,0
253,A-04-833,2015-10-26 20:39:00,2015-11-02 10:07:00,833,23.85542,52.85376,Good,6,826744.842202567,565292.254109277,0,0
254,A-04-835,2015-10-26 21:39:00,2015-11-02 09:06:00,835,23.90702,52.80907,Good,6,830554.62142869,560563.65288936,0,0
255,A-04-837,2015-10-15 08:00:00,2015-10-26 12:29:00,837,23.87568,52.82835,Good,11,828299.256585515,562561.750843818,6,0
256,A-04-838,2015-10-16 08:01:00,2015-10-29 11:41:00,838,23.82274,52.73049,Good,13,825467.349899932,551448.862874166,0,0
257,A-04-841,2015-10-14 12:11:00,2015-10-21 11:54:00,841,23.62194,52.62027,Good,6,812711.49100095,538312.424531984,0,0
258,A-04-842,2015-10-27 10:26:00,2015-11-03 09:27:00,842,23.69219,52.84574,Good,6,815825.392666682,563670.435903169,0,0
259,A-04-845,2015-10-28 11:07:00,2015-11-06 07:35:00,845,23.6869,52.79627,Good,8,815828.576252946,558150.83761048,0,0
260,A-04-848,2015-10-09 09:59:00,2015-10-20 10:41:00,848,23.71667,52.62455,Good,11,819085.775995603,539203.669539842,0,0
261,A-05-674,2015-10-29 08:43:00,2015-11-03 10:16:00,674,23.76452,52.68565,Good,5,821871.092923417,546205.078957974,0,0
262,A-05-744,2015-10-16 08:16:00,2015-10-29 11:57:00,744,23.83333,52.74328,Good,13,826085.947577067,552917.807732244,3,0
263,A-05-812,2015-10-29 13:19:00,2015-11-04 09:41:00,812,23.87533,52.72595,Good,5,829048.389869409,551183.938049292,11,0
264,A-05-813,2015-10-26 09:38:00,2015-11-02 09:23:00,813,23.91145,52.85737,Good,6,830485.402931391,565949.922190422,0,0
265,A-05-820,2015-10-09 08:22:00,2015-10-19 05:58:00,820,23.92358,52.72487,Good,9,832310.992455757,551285.94640342,3,0
266,A-05-821,2015-10-06 11:28:00,2015-10-14 13:26:00,821,23.78582,52.69369,Good,8,823249.661005998,547193.858865223,11,0
267,A-05-824,2015-10-26 13:24:00,2015-11-02 09:37:00,824,23.9136,52.89635,Good,6,830333.135432985,570290.295337625,8,2
268,A-05-827,2015-10-19 06:19:00,2015-11-04 15:08:00,827,23.89371,52.70064,Good,16,830479.638172401,548456.436472349,0,0
269,A-05-829,2015-10-29 12:01:00,2015-11-04 09:25:00,829,23.87184,52.74207,Good,5,828691.512669965,552958.82970201,0,0
270,A-05-831,2015-10-23 08:47:00,2015-11-02 10:00:00,831,23.60925,52.66294,Good,10,811549.592357487,542998.289656328,0,3
271,A-05-837,2015-10-26 11:38:00,2015-11-02 10:37:00,837,23.87568,52.82835,Good,6,828299.256585515,562561.750843818,4,0
272,A-05-838,2015-10-29 10:46:00,2015-11-04 07:38:00,838,23.82274,52.73049,Good,5,825467.349899932,551448.862874166,0,0
273,A-05-841,2015-10-21 12:37:00,2015-11-02 11:23:00,841,23.62194,52.62027,Good,11,812711.49100095,538312.424531984,0,1
274,A-05-848,2015-10-20 10:45:00,2015-10-30 13:48:00,848,23.71667,52.62455,Good,10,819085.775995603,539203.669539842,4,0
275,A-06-744,2015-10-29 11:01:00,2015-11-04 07:48:00,744,23.83333,52.74328,Good,5,826085.947577067,552917.807732244,1,0
276,A-06-820,2015-10-19 06:05:00,2015-10-22 11:04:00,820,23.92358,52.72487,Good,3,832310.992455757,551285.94640342,0,1
277,A-06-821,2015-10-14 13:32:00,2015-10-16 10:21:00,821,23.78582,52.69369,Good,1,823249.661005998,547193.858865223,0,0
278,A-06-848,2015-10-30 12:51:00,2015-11-03 09:46:00,848,23.71667,52.62455,Good,3,819085.775995603,539203.669539842,0,0
279,A-07-820,2015-10-22 11:10:00,2015-10-30 12:02:00,820,23.92358,52.72487,Good,8,832310.992455757,551285.94640342,0,0
280,A-07-821,2015-10-16 10:25:00,2015-10-20 12:13:00,821,23.78582,52.69369,Good,4,823249.661005998,547193.858865223,0,0
281,A-08-820,2015-10-30 11:06:00,2015-11-04 13:56:00,820,23.92358,52.72487,Good,5,832310.992455757,551285.94640342,0,0
282,A-08-821,2015-10-20 12:22:00,2015-10-30 14:08:00,821,23.78582,52.69369,Good,10,823249.661005998,547193.858865223,1,0
