site_id,deployment_id,deployment_start,deployment_end,location_id,location_X,location_Y,view_quality,days,Xpl92,Ypl92,red_deer_f,red_deer_m,roe_deer,wild_boar,bison,moose
169,S18-B-095-708,2013-05-17 07:50:00,2013-05-28 07:50:00,B-095-708,23.571,52.64252,Good,11,809109.85,540564.52,0,0,0,0,0,0
170,S18-B-096-686,2013-05-17 08:25:00,2013-05-28 07:30:00,B-096-686,23.54722,52.64215,Good,10,807505.25,540421.54,1,0,0,0,0,0
171,S19-B-097-726,2013-06-03 11:46:57,2013-06-13 10:51:27,B-097-726,23.78374,52.72123,Perfect,9,822905.55,550244.19,0,0,0,17,0,0
172,S19-B-098-783,2013-06-03 11:29:37,2013-06-13 10:38:05,B-098-783,23.77716,52.7273,Perfect,9,822416.83,550889.03,1,0,0,8,0,0
173,S19-B-099-758,2013-06-03 07:25:34,2013-06-13 06:40:10,B-099-758,23.76706,52.7103,Acceptable,9,821860.91,548955.07,1,0,0,0,0,0
174,S19-B-100-688,2013-06-03 10:58:06,2013-06-13 10:10:18,B-100-688,23.78245,52.74062,Good,9,822675.1,552392.62,0,0,0,5,0,0
175,S19-B-101-798,2013-06-03 10:44:17,2013-06-13 09:58:18,B-101-798,23.77063,52.74065,Good,9,821877.87,552342.95,2,0,0,6,0,0
176,S19-B-102-776,2013-06-03 07:46:29,2013-06-13 06:59:28,B-102-776,23.75895,52.72138,Perfect,9,821232.14,550149.79,2,3,0,6,0,0
177,S19-B-103-701,2013-06-03 08:46:33,2013-06-13 07:48:23,B-103-701,23.73864,52.74297,Good,9,819703.8,552457.91,3,5,1,1,0,0
178,S19-B-104-682,2013-06-03 11:10:00,2013-06-13 10:25:00,B-104-682,23.78722,52.74768,Perfect,9,822944.45,553198.41,4,1,2,0,0,0
179,S19-B-105-727,2013-06-03 10:27:36,2013-06-13 09:44:14,B-105-727,23.76803,52.74861,Good,9,821643.84,553215.66,0,0,0,3,0,0
180,S19-B-106-673,2013-06-03 09:11:45,2013-06-13 08:04:59,B-106-673,23.75103,52.74995,Good,9,820487.91,553288.58,1,3,0,4,0,0
181,S19-B-107-686,2013-06-03 09:23:59,2013-06-13 08:40:04,B-107-686,23.73772,52.759,Perfect,9,819524.28,554234.77,2,1,0,5,0,0
182,S19-B-108-706,2013-06-03 10:03:40,2013-06-13 09:18:58,B-108-706,23.78625,52.76338,Perfect,9,822762.79,554938.32,0,0,0,13,0,0
183,S19-B-109-674,2013-06-03 09:57:19,2013-06-13 09:30:25,B-109-674,23.77217,52.76271,Perfect,9,821818.84,554800.72,0,1,0,20,0,0
184,S19-B-110-741,2013-06-03 09:46:00,2013-06-13 08:54:25,B-110-741,23.75699,52.76027,Perfect,9,820813.75,554461.74,1,1,0,4,0,0
185,S19-B-111-695,2013-06-03 09:26:05,2013-06-13 08:22:43,B-111-695,23.73481,52.7658,Perfect,9,819278.32,554977.33,2,1,0,10,0,2
186,S19-B-112-767,2013-06-03 08:16:34,2013-06-13 07:24:44,B-112-767,23.73002,52.72501,Perfect,9,819253.98,550424.2,0,0,0,43,0,1
187,S19-B-114-676,2013-06-04 08:46:54,2013-06-14 07:17:07,B-114-676,23.63159,52.88441,Good,9,811471.42,567702,0,0,0,2,0,0
188,S19-B-115-760,2013-06-04 09:11:37,2013-06-14 07:30:08,B-115-760,23.61737,52.87801,Good,9,810561.5,566929.27,0,0,0,5,0,0
189,S19-B-116-671,2013-06-04 10:01:51,2013-06-14 08:24:36,B-116-671,23.64923,52.88951,Perfect,9,812620.24,568345.38,0,0,1,2,0,0
190,S19-B-117-790,2013-06-04 09:39:52,2013-06-14 07:58:20,B-117-790,23.63118,52.89374,Good,9,811376.9,568736.85,0,0,0,11,0,0
191,S19-B-118-788,2013-06-04 09:22:27,2013-06-14 07:44:01,B-118-788,23.61234,52.89323,Perfect,9,810114.59,568598.57,0,0,0,14,0,0
192,S19-B-120-700,2013-06-04 10:04:30,2013-06-14 08:11:54,B-120-700,23.64199,52.89617,Perfect,9,812085.79,569053.82,0,0,0,0,0,0
193,S19-B-121-708,2013-06-04 10:53:31,2013-06-14 09:23:11,B-121-708,23.63266,52.91021,Perfect,9,811358.08,570573.21,0,0,0,0,0,0
194,S19-B-123-771,2013-06-04 12:11:59,2013-06-14 10:21:26,B-123-771,23.60562,52.90606,Good,9,809571.44,569995.06,0,0,0,1,0,0
195,S19-B-124-730,2013-06-04 11:08:30,2013-06-14 09:36:48,B-124-730,23.64236,52.91416,Acceptable,9,811981.19,571054.25,0,0,0,0,0,0
196,S19-B-125-734,2013-06-04 11:31:03,2013-06-14 09:48:32,B-125-734,23.63496,52.92052,Good,9,811438.48,571728.72,0,0,0,0,0,0
197,S19-B-127-782,2013-06-04 12:00:22,2013-06-14 10:09:54,B-127-782,23.60249,52.91814,Perfect,9,809274.99,571323.74,0,0,1,1,0,1
198,S19-B-128-794,2013-06-04 09:16:41,2013-06-14 07:40:52,B-128-794,23.60855,52.88556,Perfect,9,809914.7,567729.99,0,0,0,19,0,0
199,S2-A-041-794,2012-05-22 07:05:00,2012-06-01 06:30:00,A-041-794,23.7777,52.76204,Good,9,822196.49,554751.06,0,0,0,14,0,0
200,S2-A-042-741,2012-05-22 07:20:00,2012-05-31 06:53:00,A-042-741,23.82823,52.80504,Perfect,8,825280.6,559756.08,1,0,0,5,0,0
201,S2-A-043-726,2012-05-22 07:40:00,2012-06-01 06:50:00,A-043-726,23.79291,52.76573,Perfect,9,823194.2,555229.34,0,0,0,0,1,0
202,S2-A-045-760,2012-05-22 08:00:00,2012-06-01 07:10:00,A-045-760,23.797,52.77016,Perfect,9,823436.94,555739.92,0,0,1,12,0,0
203,S2-A-046-728,2012-05-22 08:40:00,2012-05-31 07:38:00,A-046-728,23.85106,52.78588,Good,8,826961.57,557731.14,0,0,0,1,0,0
204,S2-A-047-721,2012-05-22 08:40:00,2012-06-01 07:50:00,A-047-721,23.80885,52.7694,Acceptable,9,824241.07,555708.9,1,1,0,2,0,0
205,S2-A-048-711,2012-05-22 09:23:00,2012-05-31 08:07:00,A-048-711,23.87695,52.78724,Good,8,828695.15,558000.41,0,0,0,4,0,0
206,S2-A-049-688,2012-05-22 09:30:00,2012-06-01 08:30:00,A-049-688,23.772,52.77782,Acceptable,9,821695.8,556478.68,0,0,0,1,0,0
207,S2-A-050-770,2012-05-22 09:48:00,2012-05-31 08:32:00,A-050-770,23.87824,52.79803,Acceptable,8,828700.55,559205.04,0,0,0,4,0,0
208,S2-A-051-700,2012-05-22 10:00:00,2012-06-01 09:00:00,A-051-700,23.8052,52.77662,Perfect,9,823941.43,556494.57,0,0,1,2,1,0
209,S2-A-052-727,2012-05-22 10:22:00,2012-05-31 09:05:00,A-052-727,23.88655,52.7733,Acceptable,8,829447.18,556495.72,1,0,0,0,0,0
210,S2-A-053-776,2012-05-22 10:40:00,2012-06-01 09:35:00,A-053-776,23.80225,52.78413,Perfect,9,823686.87,557315.62,3,0,0,8,8,0
211,S2-A-054-712,2012-05-22 10:50:00,2012-05-31 09:38:00,A-054-712,23.9057,52.77921,Good,8,830692.54,557240.29,0,0,1,2,0,0
212,S2-A-056-786,2012-05-22 11:08:00,2012-05-31 09:57:00,A-056-786,23.90314,52.78867,Perfect,8,830448.28,558279.46,0,0,1,0,0,0
213,S2-A-057-758,2012-05-22 11:20:00,2012-06-01 10:20:00,A-057-758,23.80354,52.79716,Acceptable,9,823676.88,558769.06,1,0,0,0,0,0
214,S2-A-058-673,2012-05-22 11:30:00,2012-05-31 10:15:00,A-058-673,23.9035,52.7927,Good,8,830441.94,558728.83,0,0,0,0,0,0
215,S2-A-059-689,2012-05-22 11:50:00,2012-06-01 11:00:00,A-059-689,23.78182,52.80006,Good,9,822192.77,558993.57,3,0,1,1,0,0
216,S2-A-061-782,2012-05-23 07:00:00,2012-05-31 06:40:00,A-061-782,23.77996,52.81583,Good,7,821950.81,560737.28,0,0,0,1,0,0
217,S2-A-062-783,2012-05-23 07:30:00,2012-05-31 07:40:00,A-062-783,23.80157,52.81046,Acceptable,8,823445.34,560237.8,0,0,0,0,1,0
218,S2-A-063-695,2012-05-23 07:48:00,2012-06-01 07:23:00,A-063-695,23.90863,52.83492,Acceptable,8,830466.49,563442.86,0,1,0,0,1,0
219,S2-A-064-701,2012-05-23 07:55:00,2012-05-31 07:00:00,A-064-701,23.81578,52.8031,Acceptable,7,824456.83,559484.22,0,0,0,1,0,1
220,S2-A-065-755,2012-05-23 08:12:00,2012-06-01 07:53:00,A-065-755,23.91087,52.84417,Good,8,830546.83,564480.8,0,0,0,0,2,0
221,S2-A-067-676,2012-05-23 08:35:00,2012-06-01 08:17:00,A-067-676,23.90664,52.85104,Good,8,830210.08,565224.55,0,0,0,3,2,0
222,S2-A-068-754,2012-05-23 08:58:00,2012-06-01 08:30:00,A-068-754,23.90437,52.86398,Acceptable,8,829959.08,566651.67,0,0,0,13,0,0
223,S2-A-069-722,2012-05-23 09:10:00,2012-05-31 09:00:00,A-069-722,23.75281,52.80579,Perfect,7,820197.17,559500.42,6,0,0,18,0,0
224,S2-A-071-708,2012-05-23 09:30:00,2012-05-31 09:20:00,A-071-708,23.74158,52.80398,Perfect,7,819454.36,559249.3,1,0,2,21,0,0
225,S2-A-072-690,2012-05-23 09:51:00,2012-06-01 09:57:00,A-072-690,23.91331,52.8731,Perfect,9,830490.71,567706.01,0,0,0,3,10,0
226,S2-A-073-771,2012-05-23 10:10:00,2012-05-31 10:00:00,A-073-771,23.73933,52.81739,Perfect,7,819204.46,560729.17,0,1,1,0,0,0
227,S2-A-075-674,2012-05-23 10:40:00,2012-05-31 10:30:00,A-075-674,23.7277,52.81127,Acceptable,7,818466.43,559997.58,0,8,0,0,0,0
228,S2-A-076-730,2012-05-23 11:05:00,2012-06-01 10:27:00,A-076-730,23.88868,52.8545,Perfect,8,828975.99,565526.44,0,0,0,10,7,0
229,S2-A-078-772,2012-05-23 11:25:00,2012-06-01 11:00:00,A-078-772,23.87073,52.85803,Good,8,827742.23,565836.46,0,0,0,49,0,0
230,S2-A-079-788,2012-05-23 11:40:00,2012-05-31 12:00:00,A-079-788,23.67389,52.81631,Acceptable,8,814807.41,560320.24,0,0,0,1,5,0
231,S2-A-080-751,2012-05-23 11:55:00,2012-06-01 10:42:00,A-080-751,23.87991,52.84952,Perfect,8,828423.87,564933.01,0,0,0,29,0,0
232,S20-B-129-733,2013-06-18 07:38:55,2013-06-27 07:25:56,B-129-733,23.79799,52.64265,Acceptable,8,824449.61,541578.16,0,0,0,3,0,0
233,S20-B-130-686,2013-06-18 08:07:00,2013-06-27 07:44:19,B-130-686,23.78889,52.63471,Good,8,823893.37,540655.04,0,0,0,2,0,2
234,S20-B-131-730,2013-06-18 08:55:35,2013-06-27 08:16:45,B-131-730,23.76931,52.62862,Good,8,822614.76,539890.51,0,0,0,0,0,0
235,S20-B-132-767,2013-06-18 09:16:08,2013-06-27 08:36:03,B-132-767,23.75646,52.62798,Good,8,821750.77,539761.88,0,0,0,8,0,2
236,S20-B-134-726,2013-06-18 10:58:50,2013-06-27 10:21:13,B-134-726,23.79163,52.64747,Acceptable,8,823984.12,542085,0,0,0,1,0,3
237,S20-B-135-727,2013-06-18 10:13:00,2013-06-27 09:40:30,B-135-727,23.76247,52.64892,Perfect,8,822003.01,542115.2,0,0,0,2,0,0
238,S20-B-136-783,2013-06-18 09:34:03,2013-06-27 08:55:24,B-136-783,23.76172,52.63919,Good,8,822023.91,541030.84,0,0,0,9,0,0
239,S20-B-137-671,2013-06-18 06:56:24,2013-06-27 06:51:29,B-137-671,23.81701,52.65734,Acceptable,8,825625.64,543296.12,0,0,0,0,0,0
240,S20-B-138-682,2013-06-18 11:19:16,2013-06-27 10:37:52,B-138-682,23.79303,52.65724,Good,8,824006.37,543176.74,0,0,0,0,0,0
241,S20-B-139-674,2013-06-18 10:37:21,2013-06-27 10:01:01,B-139-674,23.77856,52.65254,Acceptable,8,823063.51,542589.5,0,0,0,0,0,0
242,S20-B-140-782,2013-06-18 09:56:17,2013-06-27 09:14:15,B-140-782,23.74431,52.64419,Perfect,8,820810.58,541508.58,0,0,1,12,0,0
243,S20-B-141-688,2013-06-18 11:33:10,2013-06-27 10:51:56,B-141-688,23.79441,52.66667,Acceptable,8,824029.73,544230.62,0,0,0,0,7,0
244,S20-B-142-798,2013-06-18 11:52:22,2013-06-27 11:49:51,B-142-798,23.77794,52.66678,Perfect,8,822916.48,544168.78,0,2,0,0,0,0
245,S20-B-143-776,2013-06-18 12:10:15,2013-06-27 12:06:39,B-143-776,23.76221,52.6684,Perfect,8,821842.1,544278.26,0,2,0,3,0,0
246,S20-B-144-758,2013-06-18 12:31:39,2013-06-27 12:25:28,B-144-758,23.74354,52.67061,Good,8,820564.9,544440.43,0,0,0,1,0,0
247,S20-B-145-708,2013-06-19 10:29:26,2013-06-28 09:13:16,B-145-708,23.89123,52.80644,Good,8,829511.57,560198.89,0,0,1,1,0,1
248,S20-B-146-771,2013-06-19 10:45:39,2013-06-28 08:44:51,B-146-771,23.87249,52.80523,Acceptable,8,828259.05,559978.62,0,0,0,1,0,0
249,S20-B-150-734,2013-06-19 10:47:39,2013-06-28 08:54:19,B-150-734,23.87884,52.81113,Good,8,828642,560663.14,0,0,0,9,0,0
250,S20-B-151-754,2013-06-19 11:56:54,2013-06-28 07:28:40,B-151-754,23.85779,52.82096,Good,8,827151.03,561659.07,0,0,0,6,0,0
251,S20-B-152-701,2013-06-19 11:50:49,2013-06-28 07:42:10,B-152-701,23.84663,52.81293,Acceptable,8,826460.21,560716.16,0,0,0,0,0,0
252,S20-B-155-790,2013-06-19 08:39:23,2013-06-28 10:36:50,B-155-790,23.86917,52.83443,Perfect,9,827815.35,563207.46,0,0,0,15,1,0
253,S20-B-156-788,2013-06-19 11:30:27,2013-06-28 08:00:01,B-156-788,23.85491,52.80843,Acceptable,8,827051.4,560253.9,0,0,0,1,0,0
254,S20-B-157-741,2013-06-19 09:21:54,2013-06-28 10:02:08,B-157-741,23.907,52.846,Acceptable,9,830272.61,564666.29,0,0,0,0,9,0
255,S20-B-158-700,2013-06-19 08:27:27,2013-06-28 10:49:39,B-158-700,23.85704,52.8394,Perfect,9,826961.84,563704.28,0,0,0,3,2,0
256,S20-B-160-760,2013-06-19 12:16:54,2013-06-28 07:12:48,B-160-760,23.83099,52.82504,Perfect,8,825316.81,561990.55,1,0,0,3,0,0
257,S20-B-161-917,2013-06-19 12:53:21,2013-07-04 11:57:44,B-161-917,23.88223,52.75372,Good,14,829304.05,554300.67,2,0,0,0,4,1
258,S20-B-162-921,2013-06-19 12:15:14,2013-07-04 11:28:05,B-162-921,23.86828,52.75396,Perfect,14,828361.93,554263.48,0,0,0,3,0,0
259,S20-B-163-916,2013-06-19 13:25:15,2013-07-04 12:25:00,B-163-916,23.87107,52.74474,Good,14,828619.48,553251.93,0,0,0,1,0,0
260,S20-B-164-914,2013-06-19 08:22:15,2013-07-04 09:40:00,B-164-914,23.84034,52.74809,Good,15,826522.56,553484.02,0,0,0,4,0,0
261,S20-B-165-910,2013-06-19 12:27:44,2013-07-04 11:50:00,B-165-910,23.87408,52.76761,Perfect,14,828649.93,555806.46,0,0,0,4,0,0
262,S20-B-166-913,2013-06-19 12:49:51,2013-07-04 11:30:00,B-166-913,23.87497,52.76399,Good,14,828737.21,555408.37,0,0,0,1,0,0
263,S20-B-167-918,2013-06-19 10:09:49,2013-07-04 10:15:00,B-167-918,23.85737,52.77361,Perfect,15,827478.83,556396.73,3,0,0,3,0,0
264,S20-B-168-907,2013-06-19 09:05:03,2013-07-04 09:35:00,B-168-907,23.84935,52.75452,Perfect,15,827081.73,554239.35,0,0,0,1,0,0
265,S20-B-169-915,2013-06-19 10:50:03,2013-07-04 10:45:00,B-169-915,23.87105,52.7795,Good,14,828356.12,557113.54,1,1,0,0,0,0
266,S20-B-170-919,2013-06-19 11:06:12,2013-07-04 10:30:00,B-170-919,23.85932,52.78049,Good,14,827558.47,557169.96,5,0,0,2,0,6
267,S20-B-171-911,2013-06-19 12:03:02,2013-07-11 17:35:00,B-171-911,23.86476,52.76501,Good,22,828041.48,555475.01,0,1,0,0,3,0
268,S20-B-172-912,2013-06-19 09:42:16,2013-07-04 10:25:00,B-172-912,23.8559,52.76531,Good,15,827442.16,555467.92,4,0,0,11,0,0
269,S20-B-173-920,2013-06-20 10:07:23,2013-07-06 16:00:33,B-173-920,23.85244,52.72616,Good,16,827502.9,551102.72,0,0,0,12,3,0
270,S20-B-174-905,2013-06-20 10:43:23,2013-07-06 15:40:00,B-174-905,23.86705,52.72475,Perfect,16,828498.95,551012.75,1,2,0,34,3,0
271,S20-B-175-906,2013-06-20 11:07:00,2013-07-09 16:47:48,B-175-906,23.82708,52.73628,Perfect,19,825716.82,552111.78,3,1,0,11,1,0
272,S20-B-176-903,2013-06-20 09:10:56,2013-07-09 15:40:48,B-176-903,23.83475,52.72893,Acceptable,19,826289.01,551330,2,0,0,26,6,0
273,S20-B-177-904,2013-06-20 11:36:32,2013-07-06 15:04:24,B-177-904,23.88037,52.72882,Good,16,829366.67,551525.87,0,0,0,2,0,0
274,S20-B-178-908,2013-06-20 12:21:40,2013-07-06 14:24:46,B-178-908,23.89165,52.73927,Good,16,830048.37,552738.56,0,0,0,7,0,0
275,S20-B-179-901,2013-06-20 11:53:12,2013-07-06 12:45:00,B-179-901,23.90047,52.72637,Good,16,830740.86,551345.99,3,0,0,24,0,0
276,S20-B-180-923,2013-06-20 13:30:00,2013-07-06 14:00:55,B-180-923,23.91275,52.73769,Perfect,16,831483.09,552660.15,0,0,0,4,3,0
277,S20-B-183-900,2013-06-20 11:19:09,2013-07-06 12:15:00,B-183-900,23.89144,52.72014,Good,16,830178.94,550612.35,1,0,0,3,0,0
278,S20-B-184-909,2013-06-20 09:32:58,2013-07-09 16:00:00,B-184-909,23.84447,52.73223,Good,19,826919.85,551740.8,2,0,0,12,0,0
279,S21-B-185-758,2013-08-28 07:45:00,2013-09-10 08:05:00,B-185-758,23.62051,52.65668,Acceptable,13,812354.93,542351.58,1,0,3,0,0,0
280,S21-B-186-926,2013-08-27 08:56:00,2013-09-09 06:57:00,B-186-926,23.63086,52.6472,Acceptable,12,813122.03,541343.28,3,0,0,0,0,0
281,S21-B-187-673,2013-08-27 11:46:00,2013-09-09 09:51:00,B-187-673,23.62018,52.62788,Acceptable,12,812538.18,539150.3,0,0,0,5,0,0
282,S21-B-188-701,2013-08-28 07:47:00,2013-09-10 08:32:00,B-188-701,23.63169,52.65578,Perfect,13,813116.73,542300.18,3,0,0,4,0,0
283,S21-B-189-708,2013-08-27 11:07:00,2013-09-09 09:22:00,B-189-708,23.62475,52.61372,Perfect,12,812948.28,537596.89,1,0,0,0,0,0
284,S21-B-190-913,2013-08-28 08:33:00,2013-09-10 07:19:00,B-190-913,23.65745,52.65428,Acceptable,12,814867.96,542245.93,0,0,0,9,0,0
285,S21-B-192-783,2013-08-27 10:00:00,2013-09-09 08:08:00,B-192-783,23.64064,52.61494,Perfect,12,814014.16,537801.63,2,0,0,4,0,0
286,S21-B-193-730,2013-08-27 09:36:00,2013-09-09 07:51:00,B-193-730,23.64241,52.62258,Perfect,12,814079.09,538658.19,0,0,0,9,0,2
287,S21-B-194-688,2013-08-28 12:20:00,2013-09-10 11:38:00,B-194-688,23.56197,52.65339,Perfect,12,808422.94,541733.52,0,1,0,6,0,0
288,S21-B-195-760,2013-08-27 08:43:00,2013-09-09 07:20:00,B-195-760,23.63364,52.64164,Perfect,12,813349.7,540737.64,0,0,0,4,0,0
289,S21-B-196-733,2013-08-28 10:19:00,2013-09-10 09:54:00,B-196-733,23.59,52.66092,Perfect,12,810263.51,542690.67,0,1,0,1,0,0
290,S21-B-197-900,2013-08-27 13:12:00,2013-09-09 10:53:00,B-197-900,23.60063,52.66122,Good,12,810979.51,542769.89,0,1,0,0,0,0
291,S21-B-199-924,2013-08-28 09:52:00,2013-09-10 09:23:00,B-199-924,23.59448,52.67091,Perfect,12,810495.24,543819.96,2,2,2,0,0,0
292,S21-B-200-908,2013-08-27 12:41:00,2013-09-09 10:36:00,B-200-908,23.60337,52.65208,Perfect,12,811229.62,541766.22,0,0,0,4,0,7
293,S21-B-201-798,2013-08-28 09:42:00,2013-09-10 09:28:00,B-201-798,23.60933,52.6697,Good,12,811506.85,543749.72,0,0,0,0,0,1
294,S21-B-202-706,2013-08-27 11:08:00,2013-09-09 09:18:00,B-202-706,23.61795,52.61129,Perfect,12,812505.73,537297.37,3,0,0,3,0,0
295,S21-B-205-734,2013-08-27 10:20:00,2013-09-09 08:36:00,B-205-734,23.63378,52.60882,Perfect,12,813594.03,537091.77,1,1,0,1,0,0
296,S21-B-206-794,2013-08-28 08:02:00,2013-09-10 08:21:00,B-206-794,23.62427,52.65174,Perfect,13,812644.26,541819.05,0,0,0,0,0,0
297,S21-B-208-925,2013-08-27 11:25:00,2013-09-09 09:36:00,B-208-925,23.61936,52.61866,Good,12,812548.52,538122.34,2,0,0,2,0,0
298,S21-B-209-767,2013-08-27 09:55:00,2013-09-09 08:10:00,B-209-767,23.63566,52.61807,Perfect,12,813654.97,538127.68,2,1,0,2,1,0
299,S21-B-210-700,2013-08-27 10:50:00,2013-09-09 09:01:00,B-210-700,23.60845,52.60884,Perfect,12,811880.64,536983.97,1,1,0,2,1,0
300,S21-B-211-695,2013-08-28 12:43:00,2013-09-10 11:55:00,B-211-695,23.55006,52.65731,Perfect,12,807590.63,542118.09,0,1,0,0,0,0
301,S21-B-212-918,2013-08-27 10:38:00,2013-09-09 08:49:00,B-212-918,23.62427,52.60596,Good,12,812971.22,536732.63,0,1,0,0,0,0
302,S21-B-213-772,2013-08-28 12:00:00,2013-09-10 11:16:00,B-213-772,23.56206,52.65772,Perfect,12,808398.51,542215.01,0,1,0,0,0,0
303,S21-B-214-674,2013-08-28 11:14:00,2013-09-10 10:57:00,B-214-674,23.57664,52.64784,Good,12,809453.43,541179.85,2,1,0,0,0,0
304,S21-B-215-782,2013-08-27 09:15:00,2013-09-09 07:36:00,B-215-782,23.63482,52.63302,Perfect,12,813491.16,539785.05,2,0,0,1,0,0
305,S21-B-216-788,2013-08-28 09:20:00,2013-09-10 08:51:00,B-216-788,23.61617,52.66368,Good,12,812011.78,543110.5,0,0,0,0,0,0
306,S21-B-218-686,2013-08-27 12:21:00,2013-09-09 10:21:00,B-218-686,23.61539,52.64678,Perfect,12,812079.6,541229.42,4,1,0,1,0,0
307,S21-B-220-741,2013-08-28 11:52:00,2013-09-10 11:11:00,B-220-741,23.57665,52.6548,Perfect,12,809404.89,541953.21,2,1,0,0,0,0
308,S22-B-221-767,2013-09-16 08:55:00,2013-09-30 09:03:00,B-221-767,23.67338,52.73119,Perfect,14,815388.67,550860.78,4,4,0,25,0,0
309,S22-B-222-758,2013-09-16 07:40:00,2013-09-30 07:22:00,B-222-758,23.71152,52.72464,Perfect,13,818008.77,550301.09,2,0,0,3,0,0
310,S22-B-223-992,2013-09-16 07:06:00,2013-09-30 06:51:00,B-223-992,23.74848,52.72231,Perfect,13,820519.01,550206.38,5,3,0,7,2,0
311,S22-B-224-688,2013-09-16 09:20:00,2013-09-30 08:45:00,B-224-688,23.64894,52.74316,Perfect,13,813654.21,552083.76,6,1,0,2,0,0
312,S22-B-226-930,2013-09-16 11:47:00,2013-09-30 10:43:00,B-226-930,23.65047,52.69714,Acceptable,13,814088.32,546977.37,0,0,0,2,1,0
313,S22-B-227-909,2013-09-16 08:55:00,2013-09-30 07:49:00,B-227-909,23.6643,52.73104,Perfect,13,814777.34,550804.31,8,11,0,6,4,0
314,S22-B-228-794,2013-09-16 08:55:00,2013-09-30 07:46:00,B-228-794,23.67338,52.73119,Perfect,13,815388.67,550860.78,1,1,1,7,0,0
315,S22-B-229-673,2013-09-16 11:00:00,2013-09-30 10:13:00,B-229-673,23.63499,52.71943,Good,13,812883.69,549386.42,0,0,0,0,0,0
316,S22-B-230-686,2013-09-16 08:10:00,2013-09-30 07:45:00,B-230-686,23.69076,52.72953,Perfect,13,816572.92,550752.75,1,3,0,13,0,0
317,S22-B-231-913,2013-09-16 11:09:00,2013-09-30 10:24:00,B-231-913,23.65928,52.72214,Perfect,13,814502.89,549793.51,2,0,1,0,0,0
318,S22-B-232-929,2013-09-16 09:23:00,2013-09-30 08:31:00,B-232-929,23.63151,52.74021,Good,13,812500.06,551680.07,0,0,0,0,0,1
319,S22-B-233-695,2013-09-16 10:30:00,2013-09-30 09:33:00,B-233-695,23.62004,52.7304,Acceptable,13,811796.7,550540.31,0,0,0,0,0,0
320,S22-B-234-708,2013-09-16 09:20:00,2013-09-29 12:18:00,B-234-708,23.65203,52.73923,Perfect,13,813890.84,551660.6,1,2,0,2,0,0
321,S22-B-235-754,2013-09-16 11:05:00,2013-09-30 10:50:00,B-235-754,23.65019,52.72,Good,13,813905.06,549516.01,2,1,0,1,0,0
322,S22-B-236-772,2013-09-16 09:58:00,2013-09-30 09:04:00,B-236-772,23.64796,52.75616,Perfect,13,813494.65,553523.85,3,3,0,13,5,0
323,S22-B-237-908,2013-09-16 11:59:00,2013-09-30 12:08:00,B-237-908,23.62951,52.71145,Perfect,14,812571.1,548475.96,7,4,0,1,1,0
324,S22-B-238-701,2013-09-16 11:45:00,2013-09-24 03:00:00,B-238-701,23.65932,52.7042,Perfect,7,814634.83,547800.46,6,4,0,0,0,0
325,S22-B-239-925,2013-09-17 07:42:00,2013-10-01 07:09:00,B-239-925,23.66367,52.8382,Perfect,13,813961.37,562707.58,1,5,0,0,0,0
326,S22-B-240-783,2013-09-17 12:14:00,2013-10-01 10:20:00,B-240-783,23.63527,52.82724,Perfect,13,812129.27,561366.01,4,7,0,25,0,0
327,S22-B-241-730,2013-09-17 10:02:00,2013-10-01 08:20:00,B-241-730,23.67759,52.85432,Good,13,814781.11,564559.57,0,0,2,0,0,0
328,S22-B-243-734,2013-09-16 12:41:00,2013-10-01 10:47:00,B-243-734,23.63351,52.81264,Perfect,14,812115.58,559736.2,2,1,0,18,0,0
329,S22-B-244-700,2013-09-16 10:51:00,2013-10-01 09:25:00,B-244-700,23.65946,52.86593,Perfect,14,813477.96,565770.14,0,0,0,4,0,0
330,S22-B-245-706,2013-09-17 10:52:00,2013-10-01 09:13:00,B-245-706,23.6647,52.87738,Good,13,813747.53,567065.2,0,1,0,0,0,1
331,S22-B-246-741,2013-09-16 10:25:00,2013-10-01 09:07:00,B-246-741,23.67216,52.86642,Good,14,814328.33,565880.14,0,0,0,0,0,0
332,S22-B-247-782,2013-09-16 07:25:00,2013-10-01 07:08:00,B-247-782,23.68001,52.83227,Perfect,14,815103.71,562120.33,0,0,0,0,0,0
333,S22-B-248-798,2013-09-16 09:57:00,2013-09-20 10:00:00,B-248-798,23.66595,52.85249,Acceptable,4,814011.49,564305.25,3,1,0,0,0,0
334,S22-B-249-918,2013-09-17 08:53:00,2013-10-01 08:31:00,B-249-918,23.67606,52.85358,Perfect,13,814683.57,564470.64,6,1,0,0,0,0
335,S22-B-250-926,2013-09-17 08:29:00,2013-10-01 07:35:00,B-250-926,23.71171,52.85083,Good,13,817101.31,564322.03,2,3,0,3,0,0
336,S22-B-251-760,2013-09-17 12:47:00,2013-10-01 10:51:00,B-251-760,23.61076,52.82241,Perfect,13,810514.27,560723.08,0,0,0,3,1,0
337,S22-B-252-921,2013-09-17 10:36:00,2013-10-01 09:02:00,B-252-921,23.65909,52.87508,Perfect,13,813387.03,566785.14,0,0,0,2,0,0
338,S22-B-253-674,2013-09-17 09:30:00,2013-10-13 15:09:00,B-253-674,23.70756,52.86424,Perfect,26,816724.38,565793.6,0,0,0,7,0,0
